MODULE	L1	L1_pv	L1/L2	L1/L2_pv	NUMBER_OF_GENES
BIOCARTA_SALMONELLA_PATHWAY	0.39313188901521967	0.873	1.7627917504220463	0.773	12
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.39304473203344353	0.873	1.4911970680173228	0.888	13
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.3929953928636204	0.873	2.490926664697385	0.518	12
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.3528788760251932	0.873	1.5459683279782614	0.82	30
BIOCARTA_PLCE_PATHWAY	0.391741098054002	0.875	1.9809737947612913	0.692	12
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.3523800318858544	0.875	1.3577994843166048	0.904	22
REACTOME_PYRIMIDINE_METABOLISM	0.35227056994594175	0.875	1.4550538301518576	0.864	22
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.346194207627654	0.875	1.8826720800160188	0.675	46
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.3516647333458875	0.876	1.5634774383489607	0.815	25
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.3890545840609606	0.878	1.7506499530908244	0.78	11
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.34426108065396943	0.878	1.335802722666323	0.924	85
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.3412459232749974	0.878	1.6812536393758888	0.797	134
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.35079514652611726	0.879	1.5292966029482988	0.829	31
REACTOME_DEVELOPMENTAL_BIOLOGY	0.3620797812091579	0.88	1.7561447320662853	0.861	386
BIOCARTA_TNFR2_PATHWAY	0.3499693226731449	0.88	1.6992858332159437	0.759	17
BIOCARTA_RACCYCD_PATHWAY	0.3496468641665167	0.88	1.7074186258869526	0.755	24
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.3493518191231049	0.88	1.5079832907668884	0.836	26
REACTOME_TRNA_AMINOACYLATION	0.34342534142584397	0.88	1.3672400208447637	0.911	39
REACTOME_SIGNALING_BY_NOTCH2	0.38804436088346783	0.882	1.4657461061551627	0.899	11
BIOCARTA_RAC1_PATHWAY	0.34864534217984156	0.882	1.3345528854160529	0.92	22
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.34862675479526134	0.882	1.9462763997639083	0.644	16
BIOCARTA_ERK_PATHWAY	0.34840339120397407	0.882	2.2454192692229356	0.539	27
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.34835898758226524	0.882	1.2777291317615553	0.939	19
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.34036141060474195	0.882	1.4522289195467712	0.895	134
REACTOME_CELL_CYCLE_MITOTIC	0.36161256087051435	0.883	1.7738654244383927	0.85	313
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.38765264558671714	0.884	1.7987898229607662	0.761	14
KEGG_OLFACTORY_TRANSDUCTION	0.3613013823423048	0.884	1.4439212842642628	0.975	386
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.34762044876615794	0.884	1.5109388043595684	0.835	32
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.3420310576609492	0.884	1.6191950748299186	0.808	74
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.3870409077928604	0.885	1.2635232080654626	0.962	10
BIOCARTA_CELL2CELL_PATHWAY	0.3865338293222409	0.885	1.7062445308625405	0.801	13
REACTOME_NEURONAL_SYSTEM	0.3612265523229879	0.886	2.0735232572802733	0.628	271
REACTOME_MRNA_PROCESSING	0.339680584592438	0.886	1.6808257281906334	0.797	155
REACTOME_STEROID_HORMONES	0.3460629048940429	0.887	1.4762606532431592	0.851	28
KEGG_TIGHT_JUNCTION	0.33852702883191665	0.888	1.4720450289924627	0.89	131
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.3457786786639476	0.889	1.4093699496872225	0.884	28
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.3838267623450173	0.89	1.5001638842929048	0.882	14
REACTOME_NEPHRIN_INTERACTIONS	0.345665027960654	0.89	1.6675158256782994	0.772	20
G1_S_CHECKPOINT	0.3454384220115239	0.89	1.8158742434687456	0.7	28
KEGG_TASTE_TRANSDUCTION	0.3402151525779713	0.891	1.4243402740034476	0.894	50
KEGG_RNA_DEGRADATION	0.33989179448002976	0.891	1.4830958120974027	0.871	56
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.3396935351174904	0.891	1.5867180862316603	0.825	48
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.33865234059003096	0.892	1.5665897558863868	0.834	71
REACTOME_MRNA_SPLICING	0.3375430224114547	0.893	1.8170507430964022	0.723	105
REACTOME_ACTIVATION_OF_RAC	0.38247709234547905	0.894	1.4859489161399924	0.89	13
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.3596041855260467	0.894	1.456778980845154	0.972	411
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.3380647540849921	0.895	1.6708017348551212	0.783	80
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.38204809616368895	0.896	2.0109493073435227	0.683	10
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.3817831930060305	0.896	1.5591188869295485	0.86	10
BIOCARTA_DREAM_PATHWAY	0.3817264296122493	0.896	1.6700007182614853	0.813	13
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.33782657058992144	0.897	1.249632330447872	0.957	52
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.3422129005879516	0.898	1.4243720510935105	0.88	21
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.3418982106873599	0.898	1.2771979948450127	0.939	17
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.34154653840075744	0.9	1.7370945564708835	0.741	17
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.3412094875640446	0.9	1.5313865983250412	0.829	21
BIOCARTA_ERK5_PATHWAY	0.3408088330626594	0.9	1.5500085641560062	0.82	17
KEGG_BASE_EXCISION_REPAIR	0.34058093242460785	0.902	1.603943128807112	0.801	34
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.3363018526300111	0.902	1.8174751933352435	0.714	46
KEGG_LYSINE_DEGRADATION	0.33588095536006896	0.902	1.8213896242679661	0.712	43
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.3796975133833436	0.903	1.8638260552547385	0.735	14
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.3403855176951003	0.903	1.1729062097490117	0.978	22
BIOCARTA_NOS1_PATHWAY	0.3402801568376979	0.904	1.6881220293292107	0.762	23
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.3356892668875201	0.904	1.5736715170022975	0.831	41
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.3346659451012523	0.904	1.8189393823698987	0.714	41
REACTOME_PHASE_II_CONJUGATION	0.33416574245438463	0.904	1.3005707576629941	0.939	68
BIOCARTA_GLEEVEC_PATHWAY	0.34020208710872923	0.905	1.7823834587611087	0.722	20
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.3400678141528979	0.905	1.2659996405243625	0.945	15
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.3397031844308675	0.905	1.9120530234734043	0.66	31
REACTOME_RNA_POL_I_TRANSCRIPTION	0.3332531499523659	0.905	1.6297979450587552	0.803	88
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.33317590451838347	0.905	1.7124585293089136	0.783	97
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.33272890115263315	0.905	1.9744615709228899	0.642	56
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.3326537082440737	0.906	1.4637255954487898	0.877	57
MAPK	0.33238689131346405	0.906	1.371396713241402	0.922	204
BIOCARTA_ARENRF2_PATHWAY	0.3766647126945551	0.908	1.1154805487180048	0.992	12
BIOCARTA_PGC1A_PATHWAY	0.3374932723539773	0.908	1.4379225084711642	0.874	25
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.33737358124738004	0.908	1.4102389653427565	0.884	21
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.33197431173924186	0.908	2.193254776218714	0.547	41
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.3311966914807076	0.909	1.7779521909531324	0.734	60
BIOCARTA_EPONFKB_PATHWAY	0.3758505682769567	0.91	1.6226584487895477	0.831	10
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.33076360473933736	0.91	1.3452604571720503	0.922	58
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.33042783187565095	0.911	1.209843153588212	0.971	43
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.33674571745679727	0.912	1.920607578789469	0.655	17
HIF1	0.3361657496993819	0.912	1.5326632013667736	0.828	18
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.3303700785392919	0.912	1.4120812283498467	0.896	64
REACTOME_HIV_INFECTION	0.3306135634819535	0.913	1.9685670842087384	0.642	199
KEGG_CALCIUM_SIGNALING_PATHWAY	0.33044743241744323	0.913	1.4955306285844292	0.88	171
APOPTOSIS_ENTRY	0.37360869390718265	0.914	1.6817737838952262	0.809	9
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.37314216763770436	0.914	1.4058923725015984	0.921	9
REACTOME_SIGNALING_BY_HIPPO	0.3351947292931	0.914	1.477377670300074	0.851	21
BIOCARTA_PYK2_PATHWAY	0.3351946967387115	0.914	1.097455581993787	0.997	30
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.3290943055510598	0.915	1.9088616136038479	0.666	74
REACTOME_MYOGENESIS	0.3347876885753959	0.916	1.5704253798142946	0.812	27
BIOCARTA_CHEMICAL_PATHWAY	0.3346003018906979	0.916	1.698822261968764	0.759	21
BIOCARTA_IGF1MTOR_PATHWAY	0.3344995491787107	0.916	1.2678165013528888	0.944	19
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.3288499569298253	0.916	1.7752097427298703	0.734	89
REACTOME_SYNTHESIS_OF_PE	0.37198696103503204	0.917	1.726337213861653	0.79	11
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.3285856909432588	0.917	1.6447073730448039	0.814	90
KEGG_TYROSINE_METABOLISM	0.3285091321137775	0.917	1.8038946172139905	0.722	38
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.37178757596452655	0.918	1.6022962698374341	0.84	11
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.37130819884118854	0.918	1.7172875147720852	0.795	14
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.37116374797749974	0.918	2.152305666216349	0.616	13
REACTOME_SPHINGOLIPID_METABOLISM	0.32830884972623037	0.918	1.6633146993640162	0.785	68
KEGG_MTOR_SIGNALING_PATHWAY	0.32823861058715964	0.918	1.5018037918973541	0.866	49
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.3332575859646783	0.92	1.2078671505440397	0.972	25
KEGG_OXIDATIVE_PHOSPHORYLATION	0.3266676032708939	0.92	1.8215651917559368	0.721	133
BIOCARTA_SRCRPTP_PATHWAY	0.3695446889848826	0.922	1.2359467175955101	0.967	10
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.3685323482058067	0.922	1.5582593859820273	0.86	13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.3679661958258444	0.922	1.7431735823272159	0.782	13
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.36762560208025574	0.923	1.5347821991266088	0.866	13
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.366195090762945	0.924	1.4182698262724966	0.917	13
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.3321731979021515	0.924	1.04976566644873	0.999	18
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.332142856939413	0.924	1.6412295401021268	0.783	31
BIOCARTA_MTOR_PATHWAY	0.33146317493960054	0.924	1.7473565880355428	0.74	22
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.32607084408986003	0.924	1.6157600503371963	0.812	54
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.3252045031578963	0.925	1.3977213397215429	0.913	163
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.3306416323710777	0.926	1.3294930120079844	0.924	34
BIOCARTA_P38MAPK_PATHWAY	0.32558824167142214	0.926	1.6570330319196533	0.789	39
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.3652703497815592	0.927	1.8153768399945227	0.754	10
REACTOME_ZINC_TRANSPORTERS	0.36426852960571715	0.928	1.2771388599778584	0.959	14
PI3K_AKT_MTOR	0.34841835599264953	0.928	1.8025969175506078	0.835	290
BIOCARTA_41BB_PATHWAY	0.3299616899737035	0.928	1.3427069122948525	0.913	15
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.3249052847508954	0.928	1.2176749735220738	0.969	42
REACTOME_TOLL_RECEPTOR_CASCADES	0.3244138081383801	0.928	1.6290934100061203	0.823	114
BIOCARTA_MPR_PATHWAY	0.3290979568170555	0.929	1.9944853452125064	0.624	33
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.3244634734569554	0.929	1.4449825902217226	0.885	73
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.32758700912715244	0.931	1.142219226633793	0.985	16
KEGG_OOCYTE_MEIOSIS	0.32349348488341767	0.931	1.3593208771048502	0.925	108
KEGG_ARACHIDONIC_ACID_METABOLISM	0.322747579704939	0.931	1.1420303633230509	0.99	57
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.3225273096124063	0.931	1.7494471432916403	0.746	80
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.32224012954666775	0.931	1.2773853586670942	0.947	43
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.347603577707227	0.932	2.147665195969198	0.573	236
BIOCARTA_NKCELLS_PATHWAY	0.32676291692737847	0.932	1.3220521130417044	0.928	19
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.3263379091524435	0.932	1.602429882514234	0.801	31
CYTOSKELETON_POLARITY	0.32282927654520965	0.932	1.6308543167234495	0.821	159
KEGG_PROSTATE_CANCER	0.3189411460429632	0.932	1.541662946276968	0.845	84
REACTOME_DAG_AND_IP3_SIGNALING	0.32503292003305034	0.933	1.7111282159342527	0.755	31
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.3241451271011491	0.934	1.2697332826809085	0.943	25
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.3206096614918322	0.936	1.7732676445892945	0.748	210
BIOCARTA_KERATINOCYTE_PATHWAY	0.3171354413530339	0.936	1.1758783370396193	0.983	45
KEGG_LONG_TERM_DEPRESSION	0.31702535125892295	0.936	1.1257245717328535	0.991	67
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.31696186934348924	0.936	1.5423186855158706	0.844	83
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.32014938859935943	0.937	1.504117675565508	0.875	148
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.32007569033974453	0.937	1.5148390457383767	0.867	124
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.3193536520596827	0.937	1.647082160928681	0.813	209
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.31638768067220563	0.937	1.4993068016931888	0.866	81
REACTOME_BIOLOGICAL_OXIDATIONS	0.319133612699786	0.938	1.3909619107382325	0.914	135
REACTOME_GLUCONEOGENESIS	0.3233001506268445	0.939	1.215326437825574	0.969	32
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.3150775691289953	0.94	1.3159889146388788	0.933	40
KEGG_PATHWAYS_IN_CANCER	0.34428433032046646	0.941	1.7162352087524	0.885	320
REGULATORS	0.31708194242593823	0.941	1.6673067464531608	0.803	135
HEDGEHOG	0.3431807316660959	0.942	1.6598881326541355	0.908	273
REACTOME_DNA_REPAIR	0.3167908650767321	0.942	1.6841185882306269	0.793	106
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.3140104808092014	0.942	1.3031800487356735	0.937	49
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.32133966581747014	0.944	2.0267418148069467	0.613	24
BIOCARTA_ARAP_PATHWAY	0.32132241456015187	0.944	1.3460406401940646	0.91	17
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.3211538453816843	0.944	1.3907234163799713	0.891	15
KEGG_ADHERENS_JUNCTION	0.3130654846948663	0.944	1.7983597179897437	0.726	72
BIOCARTA_CFTR_PATHWAY	0.35961664364258	0.945	1.3514279284616453	0.941	11
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.359539738475418	0.945	1.4136071509385046	0.917	9
BIOCARTA_CASPASE_PATHWAY	0.3200186471729949	0.945	1.2496711869235966	0.953	22
BIOCARTA_EGF_PATHWAY	0.32001864371238126	0.945	1.2580452056074807	0.948	30
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.3200138475512388	0.945	1.1913318025475959	0.976	27
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.319937385297876	0.945	1.401605329309554	0.887	20
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.31981330373129113	0.945	1.422094101573658	0.88	26
BIOCARTA_CARM1_PATHWAY	0.35731734297991186	0.947	1.7806036046174833	0.766	12
REACTOME_GLYCOLYSIS	0.3192622455593351	0.947	1.2969837528499513	0.936	28
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.356729933911581	0.948	1.9441828286766139	0.702	13
RB	0.3558094387414418	0.948	2.0780409200918197	0.649	11
REACTOME_TCR_SIGNALING	0.3115981917503524	0.948	1.3196002383916325	0.931	53
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.3114695312989548	0.949	1.1911779688461241	0.977	41
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.31781600878545796	0.95	1.4197799667478197	0.882	35
REACTOME_GLUCOSE_METABOLISM	0.3107530075346469	0.95	1.2274164197416684	0.964	67
BIOCARTA_EIF4_PATHWAY	0.3174191383593787	0.951	1.0969859968982283	0.997	23
KEGG_LYSOSOME	0.31184084368101367	0.951	1.3919577527344655	0.913	116
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.35293111885759687	0.952	1.7427125131030403	0.782	10
REACTOME_BASE_EXCISION_REPAIR	0.31717388948612	0.952	1.2822948640408092	0.938	18
BIOCARTA_AKT_PATHWAY	0.3170454622910527	0.952	1.1182519359924263	0.992	20
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.31618494175988743	0.952	1.155160315421093	0.98	33
BIOCARTA_MET_PATHWAY	0.3161820248772675	0.952	1.4452263369208729	0.87	35
BIOCARTA_PML_PATHWAY	0.3150922108557552	0.952	1.4105406448220357	0.884	15
BIOCARTA_UCALPAIN_PATHWAY	0.3144954780982635	0.952	1.5137076402650815	0.834	17
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.3524211841249628	0.953	1.6876977157625865	0.808	11
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.3520042178168228	0.953	1.7220618010238387	0.794	10
KEGG_NON_HOMOLOGOUS_END_JOINING	0.3519484368304854	0.953	2.05035314818937	0.66	14
KEGG_VEGF_SIGNALING_PATHWAY	0.3087455180200217	0.954	1.489814758299652	0.869	74
BIOCARTA_AGR_PATHWAY	0.3137492624362298	0.955	1.702102168394097	0.758	34
REACTOME_PURINE_METABOLISM	0.3136197600214573	0.955	1.3238364110212502	0.926	32
BIOCARTA_SHH_PATHWAY	0.31329754689412814	0.955	1.3386449124592814	0.916	15
BIOCARTA_EGFR_SMRTE_PATHWAY	0.34914570558122165	0.956	1.7277620198156474	0.79	11
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.3066701620828742	0.956	1.358391336015978	0.913	52
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.3472925562913916	0.957	1.6831019625793289	0.808	13
REACTOME_PHOSPHOLIPID_METABOLISM	0.30934363381716484	0.957	1.7753425394307327	0.745	195
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.3082685398146031	0.958	1.3374682542517238	0.93	171
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.3462671521150032	0.959	1.476077188534092	0.896	14
WNT_CANONICAL	0.3352828548082519	0.96	1.61581855247815	0.93	423
BIOCARTA_NO1_PATHWAY	0.3090546827480135	0.961	1.6785952859327715	0.767	32
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.3037603693947244	0.961	1.694256022180176	0.777	89
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.30371333509288756	0.961	1.4480841426168853	0.884	58
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.3034965373151454	0.961	1.357953969522108	0.914	41
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.34314276962481033	0.963	1.7029634360814203	0.801	14
BIOCARTA_SET_PATHWAY	0.3428627541569894	0.963	1.2097966366548314	0.972	11
BIOCARTA_CD40_PATHWAY	0.34253904657133777	0.963	1.792771683784793	0.764	14
TLS	0.3077462403503826	0.963	1.5458987921193112	0.82	27
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.3076553819609008	0.963	1.1402857345415558	0.987	29
KEGG_NITROGEN_METABOLISM	0.3074975603102245	0.964	1.0456363068410526	1.0	22
TNF_RESPONSE	0.3060516042364823	0.965	1.5063555547292031	0.873	102
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.30225681226360235	0.965	1.423742122414191	0.894	66
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.3013757326203578	0.965	1.3546264068692488	0.917	62
BIOCARTA_INSULIN_PATHWAY	0.30661999908117	0.966	1.384367816629012	0.894	20
BIOCARTA_IL2_PATHWAY	0.30526117388674107	0.966	1.344573815687955	0.911	21
REACTOME_DARPP_32_EVENTS	0.30473963699815776	0.966	1.729277538550528	0.743	24
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.30436674430486804	0.966	1.6134814180853028	0.799	20
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.30126458249656946	0.966	1.4276000760851018	0.892	51
REACTOME_HEMOSTASIS	0.3323248251701473	0.967	1.5324412465051898	0.959	452
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.30370103525720094	0.967	1.5784727618140262	0.809	26
BIOCARTA_AKAP13_PATHWAY	0.33981571093399154	0.968	1.3957579062303251	0.928	11
REACTOME_POTASSIUM_CHANNELS	0.30335365749679266	0.968	1.7640979708626479	0.755	93
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.30034555481514597	0.968	1.4259551734433544	0.893	68
KEGG_PROTEIN_EXPORT	0.30203541338196066	0.969	1.1257425443932763	0.991	24
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.3378023892349218	0.97	1.5536717875902057	0.86	9
BIOCARTA_P53_PATHWAY	0.33682527224544656	0.97	1.271147170004609	0.961	14
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.2992100602834981	0.97	1.8445155772680706	0.699	40
BIOCARTA_RELA_PATHWAY	0.3016420207196515	0.971	1.539185747021911	0.825	15
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.30163747071794145	0.971	1.4539666960033877	0.866	21
KEGG_REGULATION_OF_AUTOPHAGY	0.3015663212681119	0.971	1.0713855311515936	0.999	33
REACTOME_COPI_MEDIATED_TRANSPORT	0.33530871862393613	0.972	1.3791022867911933	0.931	9
BIOCARTA_RNA_PATHWAY	0.3349018036892077	0.972	1.3782119113431661	0.932	10
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.3340613874913722	0.972	1.5858082021594453	0.85	14
REACTOME_PECAM1_INTERACTIONS	0.3338569715044637	0.972	1.396188906753175	0.928	10
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.33301842016555133	0.972	1.1106087769389983	0.992	13
REACTOME_SHC_RELATED_EVENTS	0.30093495712823165	0.972	1.3535156579657306	0.905	16
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.300724228423928	0.972	1.4820922486864345	0.849	17
DESMOSOMES	0.3006890657286388	0.972	1.6226954176321373	0.792	27
BIOCARTA_CDC42RAC_PATHWAY	0.3002639350631921	0.972	1.2992655106195419	0.936	15
REACTOME_INFLUENZA_LIFE_CYCLE	0.29946862547631803	0.972	1.323015758386988	0.937	195
REACTOME_DEADENYLATION_OF_MRNA	0.30002430351945614	0.973	1.3860655028671727	0.893	21
BIOCARTA_VDR_PATHWAY	0.3318624576452864	0.974	1.5050077316338184	0.878	11
REACTOME_ARMS_MEDIATED_ACTIVATION	0.2998989170186194	0.974	1.2054171372223528	0.973	16
BIOCARTA_IGF1R_PATHWAY	0.29914251999638714	0.974	1.2960619757460523	0.936	22
NHEJ	0.2990996042432306	0.974	1.6937975391887996	0.761	16
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.2972008996652989	0.974	1.5370408124648556	0.846	64
REACTOME_SIGNALING_BY_SCF_KIT	0.29701856581792163	0.975	1.501294716445735	0.866	75
KEGG_RIBOSOME	0.2966985778797683	0.975	1.2626656661872018	0.952	84
